Customer ID,Customer Name,Segment,City,Sales,Quantity,Profit
AA-10480,Andrew Allen,Consumer,Springfield,51.84,8,25.4016
AA-10480,Andrew Allen,Consumer,Springfield,21.93,3,10.0878
AA-10480,Andrew Allen,Consumer,Springfield,242.94,3,4.8588
AA-10480,Andrew Allen,Consumer,Detroit,8.64,3,2.5056
AA-10480,Andrew Allen,Consumer,Detroit,11.56,2,5.6644
AA-10480,Andrew Allen,Consumer,Detroit,209.97,3,58.7916
AA-10480,Andrew Allen,Consumer,Detroit,447.84,4,98.5248
AA-10480,Andrew Allen,Consumer,Detroit,479.97,3,163.1898
AA-10645,Anna Andreadi,Consumer,Chester,170.058,3,-4.8588
AA-10645,Anna Andreadi,Consumer,Chester,82.782,3,-15.1767
AA-10645,Anna Andreadi,Consumer,Chester,853.93,5,0
AA-10645,Anna Andreadi,Consumer,Oklahoma City,106.32,3,49.9704
AA-10645,Anna Andreadi,Consumer,Lowell,9.82,2,3.2406
AA-10645,Anna Andreadi,Consumer,San Francisco,1279.165,5,225.735
AA-10645,Anna Andreadi,Consumer,San Francisco,43.96,2,20.6612
AA-10645,Anna Andreadi,Consumer,Lowell,45.84,3,15.5856
AA-10645,Anna Andreadi,Consumer,Georgetown,5.28,3,2.5344
AA-10645,Anna Andreadi,Consumer,Georgetown,129.92,4,5.1968
AA-10645,Anna Andreadi,Consumer,Lowell,271.9,2,78.851
AA-10645,Anna Andreadi,Consumer,San Diego,12.96,2,6.2208
AA-10645,Anna Andreadi,Consumer,San Francisco,25.4,5,8.636
AA-10645,Anna Andreadi,Consumer,Oklahoma City,541.24,4,5.4124
AA-10645,Anna Andreadi,Consumer,Georgetown,113.94,6,54.6912
AA-10645,Anna Andreadi,Consumer,Georgetown,42.6,3,16.614
AA-10645,Anna Andreadi,Consumer,Oklahoma City,1323.9,5,383.931
AA-10645,Anna Andreadi,Consumer,San Francisco,27.92,4,0.5584
AB-10015,Aaron Bergman,Consumer,Seattle,242.94,3,4.8588
AB-10015,Aaron Bergman,Consumer,Seattle,17.94,3,4.6644
AB-10015,Aaron Bergman,Consumer,Seattle,48.712,1,5.4801
AB-10015,Aaron Bergman,Consumer,Arlington,12.624,2,-2.5248
AB-10015,Aaron Bergman,Consumer,Oklahoma City,221.98,2,62.1544
AB-10015,Aaron Bergman,Consumer,Oklahoma City,341.96,2,54.7136
AB-10060,Adam Bellavance,Home Office,Greenwood,4.41,1,2.0286
AB-10060,Adam Bellavance,Home Office,Greenwood,67.8,10,31.188
AB-10060,Adam Bellavance,Home Office,Greenwood,167.94,3,82.2906
AB-10060,Adam Bellavance,Home Office,New York City,6.79,1,2.3086
AB-10060,Adam Bellavance,Home Office,New York City,3.048,1,1.0668
AB-10060,Adam Bellavance,Home Office,New York City,49.12,4,23.0864
AB-10060,Adam Bellavance,Home Office,New York City,4355.168,4,1415.4296
AB-10060,Adam Bellavance,Home Office,New York City,24.56,2,11.5432
AB-10060,Adam Bellavance,Home Office,Waynesboro,127.88,2,40.9216
AB-10060,Adam Bellavance,Home Office,Waynesboro,160.32,2,44.8896
AB-10060,Adam Bellavance,Home Office,Waynesboro,46,4,20.7
AB-10060,Adam Bellavance,Home Office,Concord,27.93,3,8.0997
AB-10060,Adam Bellavance,Home Office,Philadelphia,20.736,4,7.2576
AB-10060,Adam Bellavance,Home Office,Des Moines,18.54,2,8.7138
AB-10060,Adam Bellavance,Home Office,Los Angeles,79.99,1,28.7964
AB-10060,Adam Bellavance,Home Office,Seattle,2036.86,7,366.6348
AB-10060,Adam Bellavance,Home Office,Seattle,449.568,2,-73.0548
AB-10060,Adam Bellavance,Home Office,Seattle,108.96,3,32.688
AB-10105,Adrian Barton,Consumer,Bloomington,39.816,3,7.4655
AB-10105,Adrian Barton,Consumer,Detroit,9892.74,13,4946.37
AB-10105,Adrian Barton,Consumer,Houston,287.91,3,33.5895
AB-10105,Adrian Barton,Consumer,Houston,177.648,2,-28.8678
AB-10105,Adrian Barton,Consumer,Houston,32.06,10,-51.296
AB-10105,Adrian Barton,Consumer,Houston,64.96,5,-84.448
AB-10105,Adrian Barton,Consumer,Houston,84.784,2,-16.9568
AB-10105,Adrian Barton,Consumer,Houston,23.64,3,5.319
AB-10105,Adrian Barton,Consumer,Indianapolis,1103.97,3,496.7865
AB-10105,Adrian Barton,Consumer,Indianapolis,3.69,1,1.7343
AB-10105,Adrian Barton,Consumer,Phoenix,393.165,3,-204.4458
AB-10105,Adrian Barton,Consumer,Henderson,821.88,6,213.6888
AB-10105,Adrian Barton,Consumer,Pearland,470.376,3,52.9173
AB-10105,Adrian Barton,Consumer,Henderson,21.96,2,10.7604
AB-10105,Adrian Barton,Consumer,Portland,344.704,2,38.7792
AB-10105,Adrian Barton,Consumer,Phoenix,471.92,2,29.495
AB-10105,Adrian Barton,Consumer,Phoenix,18.18,4,-13.938
AB-10105,Adrian Barton,Consumer,Phoenix,12.624,2,-2.5248
AB-10105,Adrian Barton,Consumer,Phoenix,89.584,2,4.4792
AB-10105,Adrian Barton,Consumer,New York City,117.96,2,5.898
AB-10150,Aimee Bixby,Consumer,Carrollton,6.672,1,0.5004
AB-10150,Aimee Bixby,Consumer,Tulsa,14.94,3,7.0218
AB-10150,Aimee Bixby,Consumer,Long Beach,91.96,4,39.5428
AB-10150,Aimee Bixby,Consumer,Carrollton,16.896,4,5.28
AB-10150,Aimee Bixby,Consumer,Carrollton,99.136,4,8.6744
AB-10150,Aimee Bixby,Consumer,Carrollton,15.992,2,-13.993
AB-10150,Aimee Bixby,Consumer,Yonkers,479.97,3,177.5889
AB-10150,Aimee Bixby,Consumer,Yonkers,97.82,2,45.9754
AB-10150,Aimee Bixby,Consumer,Yonkers,18.62,2,5.3998
AB-10150,Aimee Bixby,Consumer,Yonkers,59.52,3,15.4752
AB-10150,Aimee Bixby,Consumer,Yonkers,49.632,6,16.7508
AB-10150,Aimee Bixby,Consumer,Dallas,15.552,3,5.4432
AB-10165,Alan Barnes,Consumer,Los Angeles,166.24,1,24.936
AB-10165,Alan Barnes,Consumer,Toledo,89.856,3,21.3408
AB-10165,Alan Barnes,Consumer,Toledo,14.592,3,2.5536
AB-10165,Alan Barnes,Consumer,Los Angeles,304.23,3,9.1269
AB-10165,Alan Barnes,Consumer,Los Angeles,20.96,2,5.24
AB-10165,Alan Barnes,Consumer,Los Angeles,88.752,3,27.735
AB-10165,Alan Barnes,Consumer,Los Angeles,33.4,5,16.032
AB-10165,Alan Barnes,Consumer,Bellevue,14.976,6,5.4288
AB-10165,Alan Barnes,Consumer,Toledo,13.872,3,5.0286
AB-10165,Alan Barnes,Consumer,Bellevue,24.816,3,8.3754
AB-10165,Alan Barnes,Consumer,Lakewood,94.2,5,39.564
AB-10165,Alan Barnes,Consumer,Lebanon,163.96,5,59.4355
AB-10165,Alan Barnes,Consumer,Louisville,46.688,4,-2.918
AB-10165,Alan Barnes,Consumer,Decatur,37.296,2,-1.0656
AB-10255,Alejandro Ballentine,Home Office,Los Angeles,19.68,6,6.4944
AB-10255,Alejandro Ballentine,Home Office,Carlsbad,19.44,3,9.3312
AB-10255,Alejandro Ballentine,Home Office,Carlsbad,192.16,4,92.2368
AB-10255,Alejandro Ballentine,Home Office,Lorain,2.97,1,-0.6435
AB-10255,Alejandro Ballentine,Home Office,Philadelphia,16.448,2,5.5512
AB-10255,Alejandro Ballentine,Home Office,Carlsbad,16.68,2,4.3368
AB-10255,Alejandro Ballentine,Home Office,Jackson,15.42,2,6.939
AB-10255,Alejandro Ballentine,Home Office,Plano,13.616,2,3.5742
AB-10255,Alejandro Ballentine,Home Office,Jackson,18.92,4,7.3788
AB-10255,Alejandro Ballentine,Home Office,Lorain,27.44,2,2.401
AB-10255,Alejandro Ballentine,Home Office,Philadelphia,36.784,2,10.5754
AB-10255,Alejandro Ballentine,Home Office,New York City,37.94,2,18.2112
AB-10255,Alejandro Ballentine,Home Office,Los Angeles,479.984,2,89.997
AB-10255,Alejandro Ballentine,Home Office,Seattle,17.05,5,8.184
AB-10600,Ann Blume,Corporate,Tucson,239.952,6,-35.9928
AB-10600,Ann Blume,Corporate,Los Angeles,9.24,3,4.4352
AB-10600,Ann Blume,Corporate,Tucson,38.388,14,-25.592
AB-10600,Ann Blume,Corporate,Tucson,201.584,2,15.1188
AB-10600,Ann Blume,Corporate,Tucson,95.994,2,-63.996
AB-10600,Ann Blume,Corporate,Tucson,899.136,4,-146.1096
AB-10600,Ann Blume,Corporate,Chicago,14.48,5,-23.892
AB-10600,Ann Blume,Corporate,Jacksonville,17.088,2,1.068
AC-10420,Alyssa Crouse,Corporate,San Francisco,7.712,2,2.7956
AC-10420,Alyssa Crouse,Corporate,Houston,34.24,4,-53.072
AC-10420,Alyssa Crouse,Corporate,San Francisco,698.352,3,-17.4588
AC-10420,Alyssa Crouse,Corporate,Houston,127.92,5,-15.99
AC-10420,Alyssa Crouse,Corporate,Philadelphia,57.576,3,21.591
AC-10450,Amy Cox,Consumer,New York City,52.272,11,17.6418
AC-10450,Amy Cox,Consumer,New York City,17.94,3,8.073
AC-10450,Amy Cox,Consumer,Lafayette,1665.62,2,33.3124
AC-10450,Amy Cox,Consumer,Minneapolis,1793.98,2,843.1706
AC-10450,Amy Cox,Consumer,Seattle,1219.96,5,381.2375
AC-10450,Amy Cox,Consumer,Pembroke Pines,7.506,9,-6.0048
AC-10450,Amy Cox,Consumer,Pembroke Pines,16.56,2,5.796
AC-10450,Amy Cox,Consumer,Tampa,11.672,1,-0.7295
AC-10450,Amy Cox,Consumer,Avondale,742.336,8,83.5128
AC-10615,Ann Chong,Corporate,Beaumont,12.768,2,0.9576
AC-10615,Ann Chong,Corporate,New York City,26.432,8,8.9208
AC-10615,Ann Chong,Corporate,New York City,12.98,1,3.7642
AC-10615,Ann Chong,Corporate,New York City,254.526,1,-93.3262
AC-10615,Ann Chong,Corporate,New York City,11.54,2,3.462
AC-10615,Ann Chong,Corporate,New York City,23.1,2,6.468
AC-10615,Ann Chong,Corporate,Rochester,37.93,1,6.8274
AC-10615,Ann Chong,Corporate,New York City,18.9,6,9.072
AC-10615,Ann Chong,Corporate,New York City,4.92,3,2.214
AC-10615,Ann Chong,Corporate,New York City,17.12,4,7.704
AC-10615,Ann Chong,Corporate,New York City,1282.41,5,213.735
AC-10615,Ann Chong,Corporate,New York City,167.97,3,40.3128
AC-10615,Ann Chong,Corporate,New York City,197.97,3,57.4113
AC-10615,Ann Chong,Corporate,New York City,238,2,38.08
AC-10615,Ann Chong,Corporate,Philadelphia,147.184,2,-29.4368
AC-10615,Ann Chong,Corporate,Seattle,71.96,5,25.186
AC-10615,Ann Chong,Corporate,Philadelphia,3.576,4,-2.8608
AC-10615,Ann Chong,Corporate,Seattle,8.4,5,0.336
AC-10660,Anna Chung,Consumer,Lawrence,35.88,6,16.146
AC-10660,Anna Chung,Consumer,Huntsville,143.728,2,-32.3388
AC-10660,Anna Chung,Consumer,San Francisco,201.584,2,12.599
AC-10660,Anna Chung,Consumer,San Francisco,84.784,2,-20.1362
AC-10660,Anna Chung,Consumer,Parma,7.968,2,2.8884
AC-10660,Anna Chung,Consumer,Parma,183.372,2,-7.8588
AD-10180,Alan Dominguez,Home Office,Philadelphia,5.88,1,1.9845
AD-10180,Alan Dominguez,Home Office,Great Falls,1126.02,3,56.301
AD-10180,Alan Dominguez,Home Office,Great Falls,2999.95,5,1379.977
AD-10180,Alan Dominguez,Home Office,Yonkers,163.96,4,70.5028
AD-10180,Alan Dominguez,Home Office,New York City,15.48,3,4.4892
AD-10180,Alan Dominguez,Home Office,Great Falls,51.45,3,13.8915
AD-10180,Alan Dominguez,Home Office,Great Falls,11.96,2,5.382
AD-10180,Alan Dominguez,Home Office,Houston,600.558,3,-8.5794
AD-10180,Alan Dominguez,Home Office,Philadelphia,51.072,6,5.1072
AD-10180,Alan Dominguez,Home Office,Fairfield,19.44,3,9.3312
AD-10180,Alan Dominguez,Home Office,San Francisco,163.96,4,80.3404
AD-10180,Alan Dominguez,Home Office,Fairfield,897.15,3,251.202
AF-10870,Art Ferguson,Consumer,San Clemente,18.088,7,6.5569
AF-10870,Art Ferguson,Consumer,San Clemente,71.97,3,35.985
AF-10870,Art Ferguson,Consumer,Passaic,345,5,86.25
AF-10870,Art Ferguson,Consumer,Passaic,662.84,4,172.3384
AF-10870,Art Ferguson,Consumer,Passaic,26.88,6,12.9024
AF-10870,Art Ferguson,Consumer,Chicago,26.176,2,-3.272
AF-10870,Art Ferguson,Consumer,Chicago,3.208,2,-5.2932
AF-10870,Art Ferguson,Consumer,Passaic,95.1,5,30.432
AF-10870,Art Ferguson,Consumer,Homestead,44.384,1,15.5344
AF-10870,Art Ferguson,Consumer,College Station,233.058,3,-53.2704
AF-10870,Art Ferguson,Consumer,Passaic,174.286,2,-19.9184
AF-10870,Art Ferguson,Consumer,Passaic,257.98,2,74.8142
AF-10870,Art Ferguson,Consumer,Homestead,2.944,1,-0.6624
AF-10870,Art Ferguson,Consumer,Chicago,72.784,1,-18.196
AF-10870,Art Ferguson,Consumer,Chicago,10.43,5,-18.2525
AF-10870,Art Ferguson,Consumer,San Francisco,7.78,2,2.0228
AF-10885,Art Foster,Consumer,Toledo,38.976,3,-2.436
AF-10885,Art Foster,Consumer,Louisville,287.94,3,77.7438
AF-10885,Art Foster,Consumer,Louisville,83.72,7,23.4416
AF-10885,Art Foster,Consumer,Fairfield,63.924,7,-46.8776
AF-10885,Art Foster,Consumer,Toledo,14.72,5,-3.312
AF-10885,Art Foster,Consumer,Philadelphia,349.965,7,-216.9783
AF-10885,Art Foster,Consumer,Philadelphia,22.32,5,5.301
AG-10270,Alejandro Grove,Consumer,West Jordan,55.5,2,9.99
AG-10270,Alejandro Grove,Consumer,Lawrence,37.68,6,16.956
AG-10270,Alejandro Grove,Consumer,Philadelphia,15.008,2,1.5008
AG-10270,Alejandro Grove,Consumer,New York City,99.98,2,7.9984
AG-10270,Alejandro Grove,Consumer,Omaha,1336.44,14,387.5676
AG-10270,Alejandro Grove,Consumer,Omaha,373.08,6,100.7316
AG-10270,Alejandro Grove,Consumer,Omaha,17.64,3,8.6436
AG-10270,Alejandro Grove,Consumer,Omaha,378,2,136.08
AG-10270,Alejandro Grove,Consumer,Omaha,16.9,2,5.07
AG-10270,Alejandro Grove,Consumer,Omaha,29.97,3,0.2997
AG-10270,Alejandro Grove,Consumer,Omaha,149.95,5,41.986
AG-10270,Alejandro Grove,Consumer,Omaha,14.4,5,7.056
AG-10270,Alejandro Grove,Consumer,Omaha,40.74,3,0.4074
AG-10270,Alejandro Grove,Consumer,Omaha,17.61,3,8.4528
AG-10300,Aleksandra Gannaway,Corporate,Franklin,81.94,1,20.485
AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,18.288,6,5.715
AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,230.28,3,23.028
AG-10300,Aleksandra Gannaway,Corporate,San Francisco,5.96,2,1.6688
AG-10300,Aleksandra Gannaway,Corporate,Las Vegas,31.08,4,8.3916
AG-10330,Alex Grayson,Consumer,Stockton,95.84,4,34.742
AG-10330,Alex Grayson,Consumer,Stockton,12.96,2,6.2208
AG-10330,Alex Grayson,Consumer,Mesa,182.55,2,-135.087
AG-10330,Alex Grayson,Consumer,Houston,75.88,5,26.558
AG-10330,Alex Grayson,Consumer,Tulsa,81.54,3,38.3238
AG-10330,Alex Grayson,Consumer,Tulsa,167.28,12,23.4192
AG-10330,Alex Grayson,Consumer,Houston,6.33,5,-9.8115
AG-10330,Alex Grayson,Consumer,Charlotte,12.672,9,1.4256
AG-10330,Alex Grayson,Consumer,Houston,25.92,5,9.072
AG-10390,Allen Goldenen,Consumer,Cincinnati,2.628,2,-1.9272
AG-10390,Allen Goldenen,Consumer,Cincinnati,14.427,3,-10.5798
AG-10390,Allen Goldenen,Consumer,Knoxville,4.704,2,0.4116
AG-10390,Allen Goldenen,Consumer,Cincinnati,15.696,3,5.1012
AG-10390,Allen Goldenen,Consumer,New York City,14.4,5,7.056
AG-10390,Allen Goldenen,Consumer,Los Angeles,19.76,4,8.2992
AG-10390,Allen Goldenen,Consumer,Arlington,58.05,3,26.703
AG-10390,Allen Goldenen,Consumer,Arlington,71.28,11,34.2144
AG-10495,Andrew Gjertsen,Corporate,Detroit,123.858,2,46.7908
AG-10495,Andrew Gjertsen,Corporate,Detroit,418.32,7,117.1296
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,173.208,7,45.4671
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,173.488,7,54.215
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,4.448,2,0.3336
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,9,3,3.15
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,42.24,10,13.2
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,18.264,2,-13.3936
AG-10495,Andrew Gjertsen,Corporate,Saint Petersburg,516.96,4,-6.462
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,18.176,4,5.9072
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,11.648,2,4.0768
AG-10495,Andrew Gjertsen,Corporate,Seattle,3.592,1,1.1225
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,24.84,3,8.694
AG-10495,Andrew Gjertsen,Corporate,Philadelphia,59.712,6,5.9712
AG-10495,Andrew Gjertsen,Corporate,Peoria,68.72,2,-14.603
AG-10495,Andrew Gjertsen,Corporate,Peoria,105.584,2,9.2386
AG-10495,Andrew Gjertsen,Corporate,Houston,15.552,3,5.4432
AG-10495,Andrew Gjertsen,Corporate,Alexandria,192.22,14,69.1992
AG-10495,Andrew Gjertsen,Corporate,Los Angeles,19.296,3,6.03
AG-10495,Andrew Gjertsen,Corporate,Houston,347.361,7,-69.4722
AG-10495,Andrew Gjertsen,Corporate,Houston,10.368,2,3.6288
AG-10525,Andy Gerbode,Corporate,Saint Petersburg,15.552,3,5.4432
AG-10525,Andy Gerbode,Corporate,Saint Petersburg,178.384,2,22.298
AG-10525,Andy Gerbode,Corporate,New York City,7.24,4,2.3892
AG-10525,Andy Gerbode,Corporate,New York City,70.26,3,18.9702
AG-10525,Andy Gerbode,Corporate,New York City,90,5,16.2
AG-10525,Andy Gerbode,Corporate,New York City,6.096,2,2.0574
AG-10525,Andy Gerbode,Corporate,New York City,481.176,2,-120.294
AG-10525,Andy Gerbode,Corporate,Richmond,46.62,9,21.4452
AG-10525,Andy Gerbode,Corporate,Houston,559.71,3,-121.2705
AG-10675,Anna Gayman,Consumer,Houston,57.584,2,0.7198
AG-10675,Anna Gayman,Consumer,Allen,15.936,4,5.3784
AG-10675,Anna Gayman,Consumer,Allen,244.006,2,-31.3722
AG-10675,Anna Gayman,Consumer,Houston,35.952,3,3.5952
AG-10675,Anna Gayman,Consumer,Houston,131.136,4,-32.784
AG-10675,Anna Gayman,Consumer,Jacksonville,34.848,2,6.534
AG-10675,Anna Gayman,Consumer,Jacksonville,4.368,3,0.3822
AG-10675,Anna Gayman,Consumer,Jacksonville,22,5,1.375
AG-10675,Anna Gayman,Consumer,Houston,2396.2656,4,-317.1528
AG-10675,Anna Gayman,Consumer,Milwaukee,13.48,1,1.8872
AG-10675,Anna Gayman,Consumer,Columbus,38.71,7,17.8066
AG-10675,Anna Gayman,Consumer,Concord,315.776,8,31.5776
AG-10675,Anna Gayman,Consumer,Columbus,40.29,3,10.0725
AG-10675,Anna Gayman,Consumer,Salem,49.12,4,23.0864
AG-10675,Anna Gayman,Consumer,Concord,89.568,2,32.4684
AG-10765,Anthony Garverick,Home Office,Philadelphia,5.892,4,-4.1244
AG-10765,Anthony Garverick,Home Office,Chicago,13.456,1,-23.548
AG-10765,Anthony Garverick,Home Office,Chicago,27.396,9,-42.4638
AG-10765,Anthony Garverick,Home Office,Hampton,113.1,3,56.55
AG-10765,Anthony Garverick,Home Office,Lawrence,10.74,3,5.1552
AG-10900,Arthur Gainer,Consumer,Coral Springs,314.352,3,-15.7176
AG-10900,Arthur Gainer,Consumer,Eau Claire,405.86,7,32.4688
AG-10900,Arthur Gainer,Consumer,Philadelphia,6.912,3,2.5056
AG-10900,Arthur Gainer,Consumer,Eau Claire,680.01,3,176.8026
AG-10900,Arthur Gainer,Consumer,Coral Springs,4.608,2,1.4976
AG-10900,Arthur Gainer,Consumer,San Diego,293.199,3,-20.6964
AG-10900,Arthur Gainer,Consumer,San Diego,28.752,6,9.7038
AG-10900,Arthur Gainer,Consumer,Tucson,1023.936,8,179.1888
AG-10900,Arthur Gainer,Consumer,Tucson,479.04,10,-29.94
AG-10900,Arthur Gainer,Consumer,Tucson,8.16,5,-5.712
AG-10900,Arthur Gainer,Consumer,San Diego,411.332,4,-4.8392
AG-10900,Arthur Gainer,Consumer,Tucson,9.24,1,0.924
AG-10900,Arthur Gainer,Consumer,Los Angeles,106.96,2,31.0184
AG-10900,Arthur Gainer,Consumer,Los Angeles,21.56,7,10.3488
AG-10900,Arthur Gainer,Consumer,Waterbury,14.62,2,6.8714
AG-10900,Arthur Gainer,Consumer,Dallas,108.4,5,-105.69
AG-10900,Arthur Gainer,Consumer,Chicago,170.072,4,-12.148
AG-10900,Arthur Gainer,Consumer,Chicago,7.824,1,2.934
AG-10900,Arthur Gainer,Consumer,Waterbury,173.24,4,17.324
AG-10900,Arthur Gainer,Consumer,Richmond,177.55,5,47.9385
AG-10900,Arthur Gainer,Consumer,Waterbury,65.17,7,18.8993
AH-10030,Aaron Hawkins,Corporate,New York City,18.9,3,8.694
AH-10030,Aaron Hawkins,Corporate,San Francisco,668.16,9,75.168
AH-10030,Aaron Hawkins,Corporate,San Francisco,323.1,2,61.389
AH-10030,Aaron Hawkins,Corporate,Gulfport,86.45,7,38.038
AH-10030,Aaron Hawkins,Corporate,Philadelphia,18.704,7,2.338
AH-10030,Aaron Hawkins,Corporate,San Francisco,49.408,4,18.528
AH-10030,Aaron Hawkins,Corporate,Troy,247.84,8,121.4416
AH-10030,Aaron Hawkins,Corporate,Los Angeles,8,2,3.84
AH-10030,Aaron Hawkins,Corporate,New York City,34.77,3,11.4741
AH-10030,Aaron Hawkins,Corporate,Los Angeles,279.456,6,20.9592
AH-10030,Aaron Hawkins,Corporate,Troy,9.912,3,3.3453
AH-10075,Adam Hart,Corporate,New York City,841.568,2,294.5488
AH-10075,Adam Hart,Corporate,Atlanta,12.84,3,3.7236
AH-10075,Adam Hart,Corporate,Henderson,196.45,5,70.722
AH-10075,Adam Hart,Corporate,Chester,8.595,5,-6.303
AH-10075,Adam Hart,Corporate,Cranston,43.44,8,21.2856
AH-10075,Adam Hart,Corporate,Arlington,51.84,10,18.144
AH-10075,Adam Hart,Corporate,Cranston,210.68,2,50.5632
AH-10075,Adam Hart,Corporate,Knoxville,27.888,7,10.1094
AH-10075,Adam Hart,Corporate,Cranston,35,4,14.7
AH-10075,Adam Hart,Corporate,Chester,190.896,2,-42.9516
AH-10075,Adam Hart,Corporate,Los Angeles,231.72,2,11.586
AH-10075,Adam Hart,Corporate,Cranston,637.896,3,-127.5792
AH-10075,Adam Hart,Corporate,Cranston,240.744,4,-13.7568
AH-10075,Adam Hart,Corporate,Arlington,165.6,3,-6.21
AH-10075,Adam Hart,Corporate,Los Angeles,12.48,2,5.616
AH-10075,Adam Hart,Corporate,Los Angeles,17.9,5,8.95
AH-10075,Adam Hart,Corporate,Cranston,2.22,1,0.666
AH-10075,Adam Hart,Corporate,Knoxville,314.352,3,-35.3646
AH-10075,Adam Hart,Corporate,Huntington Beach,5.22,2,2.4012
AH-10075,Adam Hart,Corporate,Columbus,3.008,2,0.3384
AH-10120,Adrian Hane,Home Office,Aurora,50.12,7,-0.6265
AH-10120,Adrian Hane,Home Office,Tucson,259.136,4,-25.9136
AH-10120,Adrian Hane,Home Office,Salem,18.688,4,2.336
AH-10120,Adrian Hane,Home Office,Salem,377.45,5,-264.215
AH-10120,Adrian Hane,Home Office,Houston,163.96,5,59.4355
AH-10120,Adrian Hane,Home Office,Louisville,98.16,6,9.816
AH-10120,Adrian Hane,Home Office,San Francisco,244.55,5,114.9385
AH-10120,Adrian Hane,Home Office,Salem,15.936,4,5.1792
AH-10120,Adrian Hane,Home Office,Dallas,5.248,2,0.5904
AH-10120,Adrian Hane,Home Office,Salem,45.24,4,-30.16
AH-10120,Adrian Hane,Home Office,Salem,11.648,2,3.7856
AH-10120,Adrian Hane,Home Office,San Francisco,195.76,4,97.88
AH-10120,Adrian Hane,Home Office,Houston,5.232,4,-8.1096
AH-10120,Adrian Hane,Home Office,Louisville,102.93,3,48.3771
AH-10120,Adrian Hane,Home Office,Salem,28.68,3,-7.17
AH-10120,Adrian Hane,Home Office,Salem,112.776,3,-8.4582
AH-10195,Alan Haines,Corporate,Tamarac,254.058,7,-169.372
AH-10195,Alan Haines,Corporate,Tamarac,961.48,5,-204.3145
AH-10195,Alan Haines,Corporate,Chicago,16.03,5,-25.648
AH-10195,Alan Haines,Corporate,Tamarac,194.528,2,24.316
AH-10195,Alan Haines,Corporate,New York City,3.744,1,1.3104
AH-10195,Alan Haines,Corporate,New York City,24.672,4,7.71
AH-10195,Alan Haines,Corporate,Bethlehem,33.568,2,-5.4548
AH-10195,Alan Haines,Corporate,Bethlehem,99.372,2,-7.098
AH-10210,Alan Hwang,Consumer,Henderson,1577.94,3,757.4112
AH-10210,Alan Hwang,Consumer,Louisville,348.56,8,104.568
AH-10210,Alan Hwang,Consumer,Brentwood,79.9,2,35.156
AH-10210,Alan Hwang,Consumer,Nashville,16.496,2,5.5674
AH-10210,Alan Hwang,Consumer,Seattle,1003.62,6,0
AH-10210,Alan Hwang,Consumer,Dallas,195.96,5,19.596
